GCAS,Total_MSU_Forecast,Avg_MSU_Forecast,Forecast_Periods,Product_Description,Subsector_Name,Total_IT_Forecast,Avg_IT_Forecast,Total_CS_Forecast,Avg_CS_Forecast
80776143,11908.815,124.0501562,96,OB EB60X 10 CT KR PAPER BRUSH SET 10x14,Oral Care,23817.6,248.1,1701.1,17.7197917
80799322,11808.082,621.478,19,FBRZ AE(165GX4)X10 L&S CC BB,Home Care,59040.4,3107.3894737,5904.2,310.7473684
80857048,11780.736,133.872,88,699 Gillette Labs Razor Neon 1UP 1x6x4,Shave Care,58903.6,669.3590909,2454.6,27.8931818
80841645,11726.439,234.52878,50,DOWNY LFE 2LX4 SBTL IDD BM H1 KR,Fabric Care,39636.0,792.72,9909.2,198.184
80872207,11699.998,584.9999,20,OB GLIDE comfort floss 40m 8P Costco,Oral Care,32906.4,1645.32,2350.1,117.505
82323942,11602.518,207.1878214,56,SK2 HR FT MSK 1P SP HA 1X240,Skin Care,324999.9,5803.5696429,1353.6,24.1714286
80787156,11411.729,118.8721771,96,FBRZ AE SPRAY 165GX6 TLT FG BB,Home Care,228234.3,2377.440625,38039.4,396.24375
80746630,11406.538,118.8181042,96,FBRZ TLT (6.3MLX3)X6 DOWNY BP.CP,Home Care,66388.0,691.5416667,11064.7,115.2572917
80875720,11383.501,126.4833444,90,699 Gil Labs Razor White 1UP 1x6x4 (DE),Shave Care,56917.6,632.4177778,2371.7,26.3522222
80826678,11313.073,11313.073,1,H&S SH 1200MLX6 ISC HYPE CP KR,Hair Care,24238.0,24238.0,4039.7,4039.7
80719113,11302.64,205.5025455,55,BRAUN SHAVER 9565cc  GREY  BOX KR,Appliances,11302.8,205.5054545,3767.1,68.4927273
80832693,11267.143,625.9523889,18,DOWNY LAU LIQ 2.0LX6 BTL IDD gre J2 KR,Fabric Care,36617.1,2034.2833333,6102.9,339.05
80835264,11223.965,229.0605102,49,DOWNY LAU LIQ 4.1LX4 CRG perfect J2 KR,Fabric Care,17793.8,363.1387755,4448.8,90.7918367
80826674,11144.066,116.0840208,96,H&S 2IN1 800MLX6 CM HYPE KR,Hair Care,35813.8,373.0604167,5969.0,62.1770833
80759593,11105.075,119.4094086,93,Gillette Shave Foam 175Gx6 Lemon Lime,Shave Care,237457.6,2553.3075269,39576.1,425.5494624
80829294,11047.58,120.0823913,92,FEBREZE FR 320MLX12 MEN COOLAQ RF IVE,Home Care,276190.8,3002.073913,23015.8,250.1717391
80826697,11000.008,220.00016,50,H&S SH 80MLX48 CM TRIAL HYPE KR,Hair Care,353508.7,7070.174,7364.1,147.282
82284011,10950.169,117.7437527,93,BII PLUS ELHDL DIS 5 SENST 5X12X12,Shave Care,87601.2,941.9483871,607.8,6.5354839
80839411,10814.624,171.6606984,63,OB ESS F Mint 50m x 6P,Oral Care,32417.0,514.5555556,2026.4,32.1650794
80863247,10674.498,128.6084096,83,699 Gillette Labs Razor 4UP 1x6x4,Shave Care,32027.2,385.8698795,1333.9,16.0710843
80747889,10672.944,561.7338947,19,PAMP DPR BDRY S3 (84X2)X1 M6 KR CBY DAI,Baby Care,11435.3,601.8578947,11435.3,601.8578947
80823420,10658.781,111.0289688,96,D305.513.3 KR CRBX BK BOX PTHBR,Oral Care,21317.3,222.0552083,3553.2,37.0125
80826685,10629.829,110.7273854,96,H&S SH 850MLX6 CM HYPE KR,Hair Care,32151.5,334.9114583,5358.5,55.8177083
80886832,10626.464,118.0718222,90,FBRZ FR (360MLX3) DWNY AF NJ CP BD RS,Home Care,78714.5,874.6055556,78714.5,874.6055556
80692206,10590.489,113.8762258,93,KOREAN FUS HYDRA GEL SHVP 195G SENS 1X6,Shave Care,203207.4,2185.0258065,33868.1,364.1731183
80807063,10540.446,109.7963125,96,Gillette Labs Shave Gel 195G 1x6,Shave Care,202246.8,2106.7375,33708.1,351.1260417
80871146,10535.0,351.1666667,30,SK2 AA SP RE-NEW CREAM 15G KR CMTZ,Skin Care,105350.0,3511.6666667,438.8,14.6266667
80841646,10518.116,210.36232,50,DOWNY LFE 2.6LX6 RFL IDD BM KR,Fabric Care,27346.5,546.93,4557.8,91.156
80835680,10500.041,143.8361781,73,PTN LOT 140MLX24 EDR GOLDRUSH MYM KR,Hair Care,150000.7,2054.8041096,6250.4,85.6219178
80831295,10484.857,327.6517812,32,DOWNY LFE 200mlX48 RFL IDD gre R3 KR,Fabric Care,354392.6,11074.76875,7383.0,230.71875
80809374,10473.987,136.0258052,77,BRAUN SHAVER 9669cc GOLD BOX KR,Appliances,10472.9,136.0116883,3490.8,45.3350649
80842253,10460.329,112.4766559,93,Gillette (PS P 1up+3ct+Hydra70g)X6 OY KR,Shave Care,26150.6,281.1892473,4358.7,46.8677419
80886835,10453.086,116.1454,90,FBRZ FR (880MLX2) DWNY AF NJ CP BD RS,Home Care,47514.3,527.9366667,47514.3,527.9366667
80877862,10365.937,127.9745309,81,D100.413.2K KR Red HBOX PTHBR SPIDERMAN,Oral Care,20732.1,255.9518519,3455.3,42.6580247
80828643,10246.695,99.4824757,103,FUSION CRT 8 8X6X12,Shave Care,19213.6,186.5398058,267.1,2.5932039
80838174,10211.227,106.3669479,96,FUSION PROGLIDE MNL CRT2 2X10x6,Shave Care,76603.5,797.953125,1276.2,13.29375
80770356,10176.479,109.4245054,93,FUSION POWER RAZOR TMR 1X6X6,Shave Care,50882.8,547.1268817,1413.2,15.1956989
80826696,10119.928,202.39856,50,H&S SH 80MLX48 ISC TRIAL HYPE KR,Hair Care,325224.5,6504.49,6775.7,135.514
80875320,10081.7,205.7489796,49,SK2 HR FT ESS 30ML AUT JP,Skin Care,278500.3,5683.6795918,1160.2,23.677551
80850522,10073.982,108.3223871,93,557.1 Gillette Fusion 2up (PX),Shave Care,50370.1,541.6139785,1574.3,16.927957
80846740,10040.845,200.8169,50,HS SHM 470MLX12 PRO ITCH HYDROS LVG KR,Hair Care,54925.7,1098.514,4576.1,91.522
80746790,10016.758,110.0742637,91,BRAUN SHAVER 62-B1000s  BLU  BOX KR,Appliances,10017.9,110.0868132,3338.1,36.6824176
80830228,9900.0,319.3548387,31,FBRZ AE (165GX4)X10 L&S CC BB2,Home Care,49499.8,1596.7677419,4950.4,159.6903226
80794403,9744.379,159.743918,61,FEBREZE FR 370MLX12 DWNY MYS BTL NJ,Home Care,210689.7,3453.9295082,17557.4,287.8262295
80865702,9741.702,113.2756047,86,699 Gillette Labs Blades 16ct 16x30 Ecom,Shave Care,9130.6,106.1697674,305.6,3.5534884
80882823,9653.861,155.7074355,62,Gil PG Pwr 12UP+PG Gel 170G 1x6 HP,Shave Care,10583.2,170.6967742,1764.7,28.4629032
80793498,9623.602,1924.7204,5,PTN SH 1800MLX6 SDC ATTN CP KR,Hair Care,13745.7,2749.14,2291.0,458.2
80826681,9606.437,100.0670521,96,H&S SH 850MLX6 DEEPCLEAN HYPE KR,Hair Care,29056.1,302.6677083,4842.6,50.44375
80872040,9600.007,266.6668611,36,DOWNY FBEN HP GRN 950GX6 BL CTRG P2 KR,Fabric Care,46109.9,1280.8305556,7685.1,213.475
80842204,9592.451,99.9213646,96,OB ULTRATHIN BLACK TEA 6X12X2,Oral Care,57508.6,599.0479167,2395.7,24.9552083
80863027,9559.399,116.5780366,82,OB HYGEIA IND GUMCARE 6X24 KR EME,Oral Care,57346.0,699.3414634,2389.9,29.145122
80862831,9554.044,104.9894945,91,BRAUN SHAVER 9665cc+ PC Bundle,Appliances,8685.2,95.4417582,2170.4,23.8505495
80875726,9525.299,103.5358587,92,699 Gillette Labs Razor 4UP 1x6x4 (DE),Shave Care,28578.7,310.6380435,1190.2,12.9369565
80746663,9517.38,99.139375,96,FBRZ TLT (6.3MLX2)X6 RF SOAP BP,Home Care,83085.3,865.471875,13847.4,144.24375
80763675,9512.19,3170.73,3,H&S SH 1200MLX6 CM DIT CP KR,Hair Care,20379.6,6793.2,3396.6,1132.2
80856266,9456.587,675.4705,14,GIL PS YELLOW 12CT 12x12x2 KR ECOM,Shave Care,11819.2,844.2285714,492.5,35.1785714
80827452,9410.122,98.0221042,96,DB5.510 KR SEN WT BL HBOX PTHBR 1X6X2,Oral Care,56483.1,588.365625,4706.7,49.028125
80869957,9384.887,187.69774,50,PTN TRT SSC 220MLX2+SDC SHM 90ml OY PACK,Hair Care,45524.4,910.488,3794.3,75.886
80716975,9315.925,100.1712366,93,GIL FUS HYDRA GEL SHVP SEN(195GX3)X12 KR,Shave Care,59584.0,640.688172,4965.3,53.3903226
80857402,9302.265,489.5928947,19,FBRZ FR (920MLX2)X5 DWNYAF CC NJ PREBD,Home Care,40444.6,2128.6631579,8089.0,425.7368421
80788996,9286.721,96.7366771,96,EB20RX 8 KR PAPERPACK Brush Set 8x6x2,Oral Care,23216.9,241.8427083,1934.9,20.1552083
80807689,9280.434,97.6887789,95,iOG5.2J6.2K KR BK iBox PTHBR,Oral Care,18560.8,195.3768421,6187.2,65.1284211
80842753,9255.714,370.22856,25,SK2 MX PITERA GS - LUXURIES SPR CAM,Skin Care,18202.0,728.08,1137.6,45.504
80846030,9250.501,201.0978478,46,DOWNY LFE 1LX12 BTL WT&L F3 KR,Fabric Care,62534.8,1359.4521739,5211.0,113.2826087
80793505,9217.492,1316.7845714,7,PTN CN 1800MLX6 SDC ATTN CP KR,Hair Care,13165.7,1880.8142857,2194.3,313.4714286
80818192,9110.931,182.21862,50,OB ESS F WAX 50M REG BCD 3CT KR,Oral Care,54654.3,1093.086,1366.2,27.324
80873031,9105.872,146.8689032,62,H&S 2IN1 1200MLX10 ISC HALO KR,Hair Care,19510.1,314.6790323,1950.8,31.4645161
80845467,9099.863,174.9973654,52,SK2 HR FT ESS 75ML JP PP VC,Skin Care,100439.8,1931.5346154,2092.5,40.2403846
80856639,9033.657,215.0870714,42,SK2 FT MASK DELUXE SET VC CN,Skin Care,12648.8,301.1619048,1265.2,30.1238095
80742978,9019.924,93.9575417,96,BRAUN IPL PL5154 WHT/GOLD BOX KR,Appliances,9020.3,93.9614583,4510.4,46.9833333
80730898,9012.062,643.7187143,14,OB CROSS 35 XEROX BCD KR 3X12X2,Oral Care,108058.3,7718.45,4502.6,321.6142857
80734092,8971.03,93.4482292,96,EB10S 4K APAC FFS Brush Set SPIDERMAN,Oral Care,44855.0,467.2395833,3737.3,38.9302083
80831284,8914.799,193.7999783,46,DOWNY LFE 1LX12 SBTL BM R3 KR,Fabric Care,60265.8,1310.126087,5022.0,109.173913
80829432,8871.831,97.4926484,91,BRAUN SHAVER 9597cc SILV BOX KR,Appliances,8871.9,97.4934066,2956.4,32.4879121
80775675,8819.912,91.8740833,96,EB50RX 4 KR FFS Brush Set,Oral Care,44099.8,459.3729167,3675.1,38.2822917
80868094,8809.878,107.4375366,82,OB PROHLTH CLN 3D WHITE 3X24 KR EM,Oral Care,105760.2,1289.7585366,4406.3,53.7353659
80826686,8803.398,326.0517778,27,H&S CN 850MLX6 ISC HYPE KR,Hair Care,26626.6,986.1703704,4437.7,164.3592593
82327903,8803.311,91.7011562,96,FBRZ CARVCLIP(2.2MLX2)X6 SKY LIN REG KR,Home Care,70426.1,733.6052083,11738.0,122.2708333
82327912,8757.723,91.2262812,96,FBRZ CARVCLIP 2.2MLX6X2 LAVDR REG KR,Home Care,140123.7,1459.621875,11676.6,121.63125
80833960,8735.825,1747.165,5,DOWNY LFE 4.1LX4 RFL IDD Gre KR New,Fabric Care,14403.6,2880.72,3600.9,720.18
80709553,8734.452,485.2473333,18,601 Gillette Labs Blades 8ct 8x10x6,Shave Care,16378.0,909.8888889,273.0,15.1666667
80794406,8710.329,90.7325937,96,FEBREZE FR 320MLX12 DWNY IDD RF NJ,Home Care,217759.6,2268.3291667,18146.4,189.025
80886803,8689.272,105.9667317,82,H&S SHM ADV ITCH 300MLx2 + DC 90MLx2 KR,Hair Care,37234.7,454.0817073,3102.6,37.8365854
80788991,8599.265,89.5756771,96,EB50RX 8 KR PAPERPACK Brush Set 8x6x2,Oral Care,21498.3,223.940625,1791.7,18.6635417
80840580,8593.948,85.0885941,101,GIL PS CHILL 16CT 16X12X2 KRCP,Shave Care,8054.2,79.7445545,336.1,3.3277228
80843758,8575.776,451.3566316,19,DOWNY LFE 2.6LX6 RFL Freesia M2A KR,Fabric Care,22297.1,1173.5315789,3716.0,195.5789474
80875721,8483.407,107.3848987,79,699 Gil Labs Razor 1UP 1x6x4 PX (DE),Shave Care,42417.4,536.9291139,1767.1,22.3683544
80775793,8473.822,88.2689792,96,EB60X 8 KR PAPERPACK Brush Set 8x6x2,Oral Care,21184.8,220.675,1764.9,18.384375
80886831,8455.286,93.9476222,90,FBRZ FR (360MLX3) DWNY IDD NJ CP BD RS,Home Care,62631.6,695.9066667,62631.6,695.9066667
82244767,8433.448,109.5252987,77,OB CROSS 35 SFT BCD KR TRIPLE 3X12X4,Oral Care,101120.4,1313.2519481,2106.3,27.3545455
82293521,8433.344,109.5239481,77,OB CROSS 35 SFT BCD KR TRIPLE 3X12X2,Oral Care,101120.1,1313.2480519,4212.5,54.7077922
80822640,8417.767,89.5507128,94,OB EMKB LITE SOFT 6CT 6X16 KR,Oral Care,50496.9,537.2010638,3155.8,33.5723404
81702954,8382.664,87.3194167,96,BRAUN SHAVER 300 BLK/VTGRN BOX KR,Appliances,8384.7,87.340625,1399.2,14.575
80877856,8328.014,96.8373721,86,D100.413.2K KR Blue HBOX PTHBR FROZEN,Oral Care,16656.2,193.6767442,2775.9,32.277907
80864149,8251.557,175.5650426,47,FBRZ FR 370MLX12 MEN COOLAQ BTL IVE MPX,Home Care,178411.9,3795.9978723,14867.6,316.3319149
80710232,8240.022,915.558,9,SK2 FT ESSENCE DUO SET TR NON HN GSPL,Skin Care,14830.9,1647.8777778,1235.9,137.3222222
80846028,8225.218,178.809087,46,DOWNY LFE 1LX12 BTL BBV F3 KR,Fabric Care,55604.1,1208.7847826,4633.6,100.7304348
80886802,8223.088,100.281561,82,H&S SHM OIL CTRL 300MLx2 + DC 90MLx2 KR,Hair Care,35237.1,429.7207317,2935.9,35.8036585
80886834,8187.874,90.9763778,90,FBRZ FR (880MLX2) FRSH ARM BTL TW CP RS,Home Care,37217.9,413.5322222,37217.9,413.5322222
80788358,8184.13,85.2513542,96,OB D103 (BK+MT GN Dual Handle) Etraders,Oral Care,8183.7,85.246875,818.3,8.5239583
80796480,8055.707,92.5943333,87,GILLETTE (PS P 1UP+4CT)X12 KR  BBGR,Shave Care,17259.7,198.3873563,1436.8,16.5149425
80842252,8032.707,86.3731935,93,GIL(PG PWR 1UP+11CT+FORM245G)X6KRHP,Shave Care,8041.5,86.4677419,1340.1,14.4096774
80860050,8031.476,127.483746,63,OB INTERDENTAL BCD SZ1 10X6X8 KR,Oral Care,217066.8,3445.5047619,4522.0,71.7777778
80811893,8026.941,445.9411667,18,DOWNY LAU LIQ 1.9LX6 BTL BLUE J1 KR,Fabric Care,27461.2,1525.6222222,4576.9,254.2722222
80871609,8009.481,143.0264464,56,GIL PS Y 11BBGR 1X12X2 KRCP (12UP),Shave Care,9241.5,165.0267857,384.7,6.8696429
80809373,7940.994,91.2757931,87,BRAUN SHAVER 9687cc SILV BOX KR,Appliances,7942.2,91.2896552,2647.4,30.4298851
80886830,7899.431,87.7714556,90,FBRZ FR (360MLX3) LAV BB CP BD RS,Home Care,58514.3,650.1588889,58514.3,650.1588889
80812532,7863.058,170.9360435,46,OB ESS F WAX 50M REG BCD 3CT KR,Oral Care,47140.7,1024.7978261,2356.8,51.2347826
80875723,7858.703,90.3299195,87,699 Gil Labs Razor 3UP Case 1x6x4 (DE),Shave Care,29466.5,338.6954023,1227.3,14.1068966
80814721,7782.561,83.6834516,93,iOG3.1A6.0 KR IB HiBox PTHBR,Oral Care,15565.0,167.3655914,2594.3,27.8956989
80852872,7782.387,81.0665312,96,FBRZ FR FA(900MLX2)X5 KR ET TWPP,Home Care,34588.8,360.3,6917.6,72.0583333
80847386,7736.666,407.1929474,19,BRAUN SHAVER M1011 + 20MB (Costco),Appliances,7033.5,370.1842105,502.2,26.4315789
80743574,7719.463,154.38926,50,H&S SHM 300MLX6 ADV ITCH HYDROS KR,Hair Care,66157.2,1323.144,11026.2,220.524
80872936,7701.469,113.2568971,68,OB CX XEROX Stain Devil 3p 3x24 KR EM,Oral Care,92344.1,1358.0014706,3847.5,56.5808824
80772617,7693.579,769.3579,10,FUSION PROSHIELD BASE FRR 1X8X4,Shave Care,38467.8,3846.78,1202.1,120.21
80875728,7680.1,85.3344444,90,699 Gillette Labs Razor 5UP 1x6x4 (DE),Shave Care,19200.6,213.34,800.2,8.8911111
80746656,7591.57,79.0788542,96,FBRZ TLT (6.3MLX2)X6 MLD LAV BP,Home Care,66272.7,690.340625,11045.1,115.053125
80743440,7587.981,83.3844066,91,BRAUN SHAVER 72-G7000cc  GREY  BOX KR,Appliances,7588.4,83.389011,2528.7,27.7879121
80889240,7532.233,82.7717912,91,OB ULTRATHIN GREEN TEA (1X12X8)X1 ECOM,Oral Care,2821.9,31.0098901,2821.9,31.0098901
80832703,7486.176,152.779102,49,DOWNY LAU LIQ 2.2LX6 CRG GRN IDD CP1 KR,Fabric Care,22117.8,451.3836735,3685.6,75.2163265
80841718,7465.093,87.8246235,85,BRAUN SHAVER M-1011 WHT BOX KR,Appliances,7464.1,87.8129412,621.6,7.3129412
80747890,7424.341,390.7547895,19,PAMP DPR BDRY S4 (50X3)X1 M6 KR CBY DAI,Baby Care,8909.5,468.9210526,8909.5,468.9210526
80772618,7365.217,79.1958817,93,FUSION PROSHIELD CHILL FRR 1X8X4,Shave Care,36826.1,395.9795699,1151.0,12.3763441
80862840,7358.97,147.1794,50,H&S SHM Adv Itcy 300MLx2 + ISC 80ML OY,Hair Care,31534.2,630.684,2627.8,52.556
80842207,7247.149,517.6535,14,OB ULTRATHIN PRO GUM CARE 4X12X2 KR,Oral Care,65172.3,4655.1642857,2715.5,193.9642857
80825348,7235.736,380.8282105,19,DOWNY LFE 1LX12 SBTL FRE M2 KR,Fabric Care,48915.2,2574.4842105,4076.1,214.5315789
80876993,7210.049,75.1046771,96,Gillette Proglide Power 4up+mini gel,Shave Care,18024.5,187.7552083,3003.7,31.2885417
80743435,7206.566,79.193033,91,BRAUN SHAVER 72-C7500cc  GOLD BOX KR,Appliances,7206.3,79.1901099,2402.5,26.4010989
80809378,7190.991,93.3894935,77,BRAUN SHAVER 9619s GOLD BOX KR,Appliances,7189.8,93.374026,2396.6,31.1246753
80746679,7137.485,74.3488021,96,FBRZ TLT (6.3MLX3)X6 MLD LAV BP,Home Care,41541.0,432.71875,6923.4,72.11875
80777273,7136.792,113.2824127,63,OB ESS F 50 M REG MBOX MLNGS 1X6X4,Oral Care,128359.4,2037.4507937,5348.0,84.8888889
80840579,7122.352,2374.1173333,3,GIL PS YELLOW 14CT 1X18 KR COSTCO,Shave Care,7631.3,2543.7666667,424.0,141.3333333
80848826,7074.281,196.5078056,36,SK2 MX FTE & SP RNW CREAM SET TR CN,Skin Care,8722.0,242.2777778,726.7,20.1861111
80823426,7040.296,73.3364167,96,D305.523.3 KR CRX WT BOX PTHBR,Oral Care,14080.9,146.6760417,2346.7,24.4447917
80840582,7014.502,189.5811351,37,GIL PS Y 11BBGR 1X12X2 KRCP (12UP),Shave Care,8093.5,218.7432432,337.0,9.1081081
80831268,7013.886,152.4757826,46,DOWNY LFE 2.6LX6 RFL BM R3 KR,Fabric Care,18236.1,396.4369565,3039.6,66.0782609
80849417,7012.959,584.41325,12,DOWNY LFE 1.35LX10 RFL Mys H1 KR,Fabric Care,35117.5,2926.4583333,3511.7,292.6416667
80829295,6917.839,147.1880638,47,FEBREZE FR 370MLX12 MEN FRESHCLN BTL IVE,Home Care,149574.7,3182.4404255,12464.2,265.1957447
80842286,6857.997,131.8845577,52,SK2 HR FTCL 230ML JP VC,Skin Care,63500.7,1221.1673077,2646.1,50.8865385
80826693,6766.991,70.4894896,96,H&S SH 550MLX9 ISC CVS HYPE KR,Hair Care,31632.9,329.509375,3514.4,36.6083333
80692354,6728.995,70.0936979,96,TGS GEL SHVP 195G SENST 1CSX6IT,Shave Care,125893.3,1311.3885417,20982.1,218.5635417
80840739,6711.538,72.1670753,93,GIL PG ULTRA 16CT 16X12x2 KR ECOM,Shave Care,6291.3,67.6483871,261.9,2.816129
82330891,6699.996,216.1289032,31,FBRZ AE(L&S275GX2+DWNY275GX2)X6KRCP REG,Home Care,20100.1,648.3903226,3349.9,108.0612903
82244765,6690.733,81.5943049,82,OB PROHLTH CLNCL AD38S(3CTX1FREE)X12X4,Oral Care,60168.5,733.7621951,1252.5,15.2743902
80875725,6679.589,72.6042283,92,699 Gillette Labs Razor 6UP 1x6x4 (DE),Shave Care,14312.1,155.5663043,595.6,6.473913
80886837,6587.77,104.5677778,63,FBRZ FR (360MLX3) MILD ARM BB CP BD RS,Home Care,48798.0,774.5714286,48798.0,774.5714286
80828635,6519.098,70.097828,93,GIL SKINTECH MNL CRT 8 8X6X12,Shave Care,12224.1,131.4419355,169.7,1.8247312
80831281,6518.442,141.7052609,46,DOWNY LFE 2LX4 SBTL BM R3 KR,Fabric Care,22032.8,478.973913,5508.4,119.7478261
80858681,6509.997,209.9999032,31,DOWNY LFE 200mlX48 RFL WT D1 KR,Fabric Care,220041.1,7098.1,4584.1,147.8741935
80862829,6504.145,67.7515104,96,BRAUN SHAVER 9660cc+ PC bundle,Appliances,5912.8,61.5916667,1478.6,15.4020833
80772899,6476.636,91.2202254,71,GIL SKINTECH FLEXBALL RAZOR 1UP 1X8X4,Shave Care,32382.0,456.084507,1012.7,14.2633803
80868091,6397.335,78.0162805,82,OB CA SUPERTHIN BOX XS 6X24 KR EM,Oral Care,38375.1,467.9890244,1600.2,19.5146341
80775674,6376.076,67.1165895,95,EB20RX 4 KR FFS Brush Set,Oral Care,31880.0,335.5789474,2656.6,27.9642105
80825378,6363.489,265.145375,24,DOWNY LFE (1.05LX3)X4 BTL FRE M2 KR,Fabric Care,13656.2,569.0083333,3414.2,142.2583333
80838168,6309.089,70.1009889,90,FUSION POWER CRT 8 8X6X12,Shave Care,11830.3,131.4477778,164.2,1.8244444
80843084,6290.047,70.6746854,89,FBRZ CAR (2.2MLX3)X8 L&S PANTHER,Home Care,33547.0,376.9325843,4193.2,47.1146067
80880973,6276.62,133.5451064,47,LENOR HPN GRN 205GX6 WT L2 BTL KR,Fabric Care,139687.6,2972.0765957,23281.5,495.3510638
80776141,6202.524,64.609625,96,OB EB20RX 10 CT KR PAPER BRUSH SET 10x16,Oral Care,12405.5,129.2239583,775.4,8.0770833
80812318,6172.98,158.2815385,39,BRAUN MALHRREMKP CCR8 Costco,Appliances,7716.0,197.8461538,1286.2,32.9794872
80872937,6172.674,78.1351139,79,OB CA XEROX VIT XVIT 40S 3X24 KR EM,Oral Care,74012.5,936.8670886,3083.8,39.035443
82320468,6104.531,63.5888646,96,OB CROSS PROHLTH 40S BCD KR 1X6X16,Oral Care,219587.5,2287.3697917,2287.6,23.8291667
80796243,6089.701,64.1021158,95,iO RB CBF-4 KR FFS Brush Set,Oral Care,30448.0,320.5052632,5074.4,53.4147368
82320469,6048.677,63.0070521,96,OB OM197 CRSSPRHLTH BCD 40S(3+1)X12X2 KR,Oral Care,54394.8,566.6125,2266.5,23.609375
80742979,6043.507,66.4121648,91,BRAUN IPL PL5054 WHT/GOLD BOX KR,Appliances,6042.8,66.4043956,3022.7,33.2164835
80842225,5968.122,426.2944286,14,OB ULTRATHIN PRO DEEP CLEAN 4X12X2 KR NL,Oral Care,53670.2,3833.5857143,2236.1,159.7214286
80873030,5947.276,95.9238065,62,H&S 2IN1 1200MLX10 CM HALO KR,Hair Care,12741.8,205.5129032,1273.8,20.5451613
80872659,5904.133,67.8635977,87,GIL PS CHILL 11CT 11X12X2 KR HYPER,Shave Care,8051.1,92.5413793,335.5,3.8563218
80826684,5868.809,391.2539333,15,H&S CN 850MLX6 CM HYPE KR,Hair Care,17751.2,1183.4133333,2958.7,197.2466667
80793504,5819.963,116.39926,50,PTN SH 90MLX6X8 SDC ATTN KR,Hair Care,166254.2,3325.084,3463.3,69.266
80871610,5817.177,103.8781607,56,GIL PS YELLOW 16CT 16x12x2 KRCP,Shave Care,5453.1,97.3767857,227.4,4.0607143
80856906,5800.003,1160.0006,5,GIL FUSION 20CT 1X18 KR COSTCO,Shave Care,4351.3,870.26,241.7,48.34
82315117,5789.574,62.2534839,93,OB ULTRATHIN PRO GUM CARE(1X12X8)X1 ECOM,Oral Care,2168.9,23.3215054,2168.9,23.3215054
80823423,5773.457,60.7732316,95,D305.523.3 KR CRX TQ BOX PTHBR,Oral Care,11547.0,121.5473684,1924.5,20.2578947
80829785,5749.354,124.9859565,46,FBRZ FR(920MLX2)X10 AB CLNSC KR CC ABMQ,Home Care,24997.2,543.4173913,2499.4,54.3347826
80854508,5738.186,59.7727708,96,MOC EXPERT9000 (1PX6)X48 KR CP,Oral Care,34402.0,358.3541667,716.3,7.4614583
80773451,5733.256,955.5426667,6,601 Gillette Labs Razor 1UP 1x6x4,Shave Care,28666.3,4777.7166667,1194.4,199.0666667
80840412,5723.386,408.8132857,14,GILLETTE (PS PWR 1UP+7CT)X12KRECOM,Shave Care,8584.5,613.1785714,715.7,51.1214286
80796719,5692.321,93.3167377,61,Oral B Glide 3DW 35M 1x6x8 KR,Oral Care,145956.9,2392.7360656,3040.7,49.847541
80843283,5688.693,568.8693,10,DOWNY FBEN HP GRN 480GX6 PUR BTL P1 KR,Fabric Care,54074.9,5407.49,9012.3,901.23
80875361,5673.734,141.84335,40,OB INTERDENTAL BCD SZ1 (20X4)X14 KR CC,Oral Care,19167.9,479.1975,1369.2,34.23
80746629,5663.928,58.99925,96,FBRZ MTS (6.3MLX3)X6  CT&BJAS BP.CP,Home Care,32965.1,343.3864583,5494.2,57.23125
80877848,5663.728,70.7966,80,D103.413.3K KR LTBLUE HBOX PTHBR FROZEN,Oral Care,11327.5,141.59375,1888.0,23.6
80842281,5595.745,107.6104808,52,SK2 HR FT MSK 10P JPTR VC,Skin Care,15669.7,301.3403846,653.8,12.5730769
80882817,5590.131,232.922125,24,Gil PS Pwr 7UP+PG Gel 170G 1x6 KCP,Shave Care,9658.1,402.4208333,1609.8,67.075
80830227,5562.086,57.9383958,96,FBRZ AE (165GX3)X6 DWNY ET BB2,Home Care,37080.3,386.253125,6180.2,64.3770833
80832708,5557.304,396.9502857,14,DOWNY LAU LIQ 3.2LX4 CRG IDD J2 KR,Fabric Care,11288.4,806.3142857,2822.2,201.5857143
80818186,5556.511,97.4826491,57,OB ESS F WXD 50 M MNT BCD 3CT KR,Oral Care,33332.4,584.7789474,1667.1,29.2473684
80842206,5553.798,396.6998571,14,OB ULTRATHIN GREEN TEA 4X12X2 TSC KR NL,Oral Care,49944.1,3567.4357143,2081.0,148.6428571
80857042,5549.192,67.6730732,82,699 Gillette Labs Razor White 1UP 1x6x4,Shave Care,27746.2,338.3682927,1156.6,14.104878
80863025,5521.155,73.6154,75,OB UT VELVET GC CLASSIC 3X24 KR EME,Oral Care,66280.3,883.7373333,2761.8,36.824
80709738,5496.487,59.1020108,93,VENUS EXTRA SMOOTH CRT 4 4X4X4,Shave Care,20609.2,221.6043011,1288.1,13.8505376
80371327,5475.109,57.6327263,95,D100.413.2 KR FAX Blue HBOX PTHBR,Oral Care,10950.5,115.2684211,1824.8,19.2084211
80746805,5471.381,60.1250659,91,BRAUN SHAVER 52-B1000s  BLU  BOX KR,Appliances,5472.5,60.1373626,1824.7,20.0516484
82327237,5469.245,56.9713021,96,FBRZ CARPRCLP AQ WLTZ SK 7MLX6 REG KR,Home Care,43754.1,455.771875,7292.0,75.9583333
80860051,5451.628,165.2008485,33,OB ESS F Mint 50m x 6P,Oral Care,16341.4,495.1939394,1021.4,30.9515152
